index,Scratched,Breakage,Separated,Crushed,total_anns,ran_var,dataset,year,color,repair,categories_id,supercategory_name,Car ,Door,Front door,Rear door,Lamp,Front lamp,Rear lamp,Roof,Mirror,Side mirror (R),Side mirror (L),Bumper,Step,Trunk,Panel,Fender,Final price
0004193_sc-212359.jpg,2,0,1,0,3,0.9166666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0119414_as-0008331.jpg,5,1,1,1,8,4.0,train,,,,,,,,,,,,,,,,,,,,,,
0136912_sc-145587.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0235841_as-0084061.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0473952_sc-210827.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0354737_as-0037105.jpg,1,0,1,0,2,0.3333333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0183501_as-0051280.jpg,0,0,0,2,2,1.0,train,,,,,,,,,,,,,,,,,,,,,,
0247248_as-3095850.jpg,3,0,2,0,5,2.25,train,,,,,,,,,,,,,,,,,,,,,,
0346428_as-0074852.jpg,2,0,0,1,3,0.9166666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0057147_sc-229242.jpg,2,0,0,1,3,0.9166666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0306523_as-0061278.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0063047_as-0043295.jpg,2,0,0,0,2,1.0,train,,,,,,,,,,,,,,,,,,,,,,
0445017_as-0031918.jpg,0,0,3,0,3,2.25,train,,,,,,,,,,,,,,,,,,,,,,
0275523_sc-229995.jpg,3,0,0,0,3,2.25,train,,,,,,,,,,,,,,,,,,,,,,
0094678_sc-115062.jpg,3,0,0,0,3,2.25,train,,,,,,,,,,,,,,,,,,,,,,
0114038_sc-216571.jpg,1,1,0,0,2,0.3333333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0207632_as-3399099.jpg,3,0,1,0,4,2.0,train,,,,,,,,,,,,,,,,,,,,,,
0002938_as-0051292.jpg,0,0,0,1,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0415665_as-0015077.jpg,4,0,0,0,4,4.0,train,,,,,,,,,,,,,,,,,,,,,,
0113205_sc-164098.jpg,2,0,0,0,2,1.0,train,,,,,,,,,,,,,,,,,,,,,,
0175684_sc-193612.jpg,5,0,0,1,6,5.666666666666667,train,,,,,,,,,,,,,,,,,,,,,,
0551217_sc-1029756.jpg,3,1,0,0,4,2.0,train,,,,,,,,,,,,,,,,,,,,,,
0363869_as-0021889.jpg,2,0,0,1,3,0.9166666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0491177_sc-216915.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0545217_sc-109030.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0531196_as-2941521.jpg,3,0,1,1,5,1.5833333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0193516_as-0027576.jpg,3,0,0,1,4,2.0,train,,,,,,,,,,,,,,,,,,,,,,
0368146_sc-1037497.jpg,2,0,2,2,6,1.0,train,,,,,,,,,,,,,,,,,,,,,,
0138298_as-0062099.jpg,0,0,1,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0443191_as-0081243.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0528200_as-0034480.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0048550_as-0019139.jpg,1,1,0,0,2,0.3333333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0316581_sc-123874.jpg,2,1,0,0,3,0.9166666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0423222_as-0009288.jpg,1,0,1,1,3,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0015928_as-0048051.jpg,2,0,0,0,2,1.0,train,,,,,,,,,,,,,,,,,,,,,,
0040630_as-0032061.jpg,2,1,1,1,5,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0092928_sc-133217.jpg,2,1,2,0,5,0.9166666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0390473_as-0089277.jpg,1,0,1,1,3,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0048777_sc-166900.jpg,2,0,0,0,2,1.0,train,,,,,,,,,,,,,,,,,,,,,,
0124307_sc-1032152.jpg,1,0,1,0,2,0.3333333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0303602_sc-1036069.jpg,1,1,0,0,2,0.3333333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0236654_as-0017866.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0356370_sc-171118.jpg,0,1,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0055470_sc-193831.jpg,3,0,1,1,5,1.5833333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0076799_as-3349916.jpg,1,0,0,1,2,0.3333333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0028852_sc-1013370.jpg,2,0,0,1,3,0.9166666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0380109_sc-188181.jpg,1,0,1,0,2,0.3333333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0212621_as-2608250.jpg,2,1,0,0,3,0.9166666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0566238_sc-192465.jpg,2,0,1,0,3,0.9166666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0299726_sc-216515.jpg,0,1,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0147383_as-0008336.jpg,5,1,0,1,7,4.916666666666667,train,,,,,,,,,,,,,,,,,,,,,,
0440134_sc-200757.jpg,6,0,1,0,7,8.25,train,,,,,,,,,,,,,,,,,,,,,,
0354091_sc-1017921.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0088006_sc-210472.jpg,3,0,0,0,3,2.25,train,,,,,,,,,,,,,,,,,,,,,,
0464117_as-3103747.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0564701_as-0008338.jpg,1,0,0,1,2,0.3333333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0119714_as-0048243.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0393508_sc-166696.jpg,1,0,0,1,2,0.3333333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0240118_sc-186429.jpg,2,1,0,0,3,0.9166666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0454031_sc-181506.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0248102_sc-229064.jpg,2,1,2,1,6,0.3333333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0357484_as-0017422.jpg,2,1,1,0,4,0.6666666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0381053_as-7838959.jpg,3,0,1,2,6,1.6666666666666667,train,,,,,,,,,,,,,,,,,,,,,,
0294907_sc-156674.jpg,4,0,0,0,4,4.0,train,,,,,,,,,,,,,,,,,,,,,,
0239900_sc-215230.jpg,1,0,1,1,3,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0338259_as-0082933.jpg,5,1,0,0,6,5.666666666666667,train,,,,,,,,,,,,,,,,,,,,,,
0295231_as-2921255.jpg,3,1,0,0,4,2.0,train,,,,,,,,,,,,,,,,,,,,,,
0202251_sc-197399.jpg,8,0,1,1,10,13.666666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0433506_sc-181196.jpg,2,0,0,0,2,1.0,train,,,,,,,,,,,,,,,,,,,,,,
0034910_as-0045261.jpg,6,0,0,0,6,9.0,train,,,,,,,,,,,,,,,,,,,,,,
0098777_sc-166420.jpg,2,1,0,1,4,0.6666666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0262886_sc-188018.jpg,1,0,0,1,2,0.3333333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0421336_sc-1012039.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0284697_sc-126273.jpg,3,0,1,1,5,1.5833333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0222932_as-0037502.jpg,3,0,0,0,3,2.25,train,,,,,,,,,,,,,,,,,,,,,,
0350699_sc-212145.jpg,4,0,1,1,6,3.0,train,,,,,,,,,,,,,,,,,,,,,,
0306248_sc-213874.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0014514_as-3349493.jpg,4,0,0,0,4,4.0,train,,,,,,,,,,,,,,,,,,,,,,
0282880_as-7356335.jpg,1,0,2,0,3,0.9166666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0122898_as-3496344.jpg,1,1,0,1,3,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0364401_as-2791721.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0323975_sc-1027003.jpg,0,0,2,1,3,0.9166666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0147367_sc-214830.jpg,2,0,0,1,3,0.9166666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0052149_sc-140530.jpg,1,0,0,1,2,0.3333333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0325695_sc-214845.jpg,4,1,0,1,6,3.0,train,,,,,,,,,,,,,,,,,,,,,,
0408689_as-2776168.jpg,2,0,0,0,2,1.0,train,,,,,,,,,,,,,,,,,,,,,,
0496492_as-2662932.jpg,0,0,1,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0334942_as-2711552.jpg,2,0,0,0,2,1.0,train,,,,,,,,,,,,,,,,,,,,,,
0234623_as-0046964.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0253416_sc-113162.jpg,0,1,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0474545_sc-171628.jpg,2,0,0,0,2,1.0,train,,,,,,,,,,,,,,,,,,,,,,
0297325_sc-199244.jpg,1,0,1,0,2,0.3333333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0268555_as-0097762.jpg,3,1,0,0,4,2.0,train,,,,,,,,,,,,,,,,,,,,,,
0077049_as-7316731.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0494140_as-0097041.jpg,1,0,1,1,3,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0484755_sc-140522.jpg,0,0,1,1,2,0.3333333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0167710_as-0014974.jpg,0,0,1,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0205543_sc-1028236.jpg,3,0,0,0,3,2.25,train,,,,,,,,,,,,,,,,,,,,,,
0041456_sc-1021429.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0317478_as-0066244.jpg,3,0,1,1,5,1.5833333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0015090_as-0063227.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0215003_sc-1030299.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0499042_sc-203795.jpg,1,2,0,1,4,0.6666666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0260055_sc-220245.jpg,1,0,1,1,3,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0184557_as-0022291.jpg,0,0,1,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0049975_sc-208188.jpg,1,1,0,1,3,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0387657_as-0074378.jpg,4,0,0,0,4,4.0,train,,,,,,,,,,,,,,,,,,,,,,
0159330_as-0064517.jpg,2,0,0,0,2,1.0,train,,,,,,,,,,,,,,,,,,,,,,
0131641_sc-153874.jpg,5,0,0,1,6,5.666666666666667,train,,,,,,,,,,,,,,,,,,,,,,
0036395_as-0064742.jpg,0,1,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0181038_as-7462681.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0046135_as-2818528.jpg,1,0,1,0,2,0.3333333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0140286_sc-108921.jpg,0,0,1,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0363279_as-0093452.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0026663_as-3390533.jpg,4,0,1,2,7,2.9166666666666665,train,,,,,,,,,,,,,,,,,,,,,,
0337707_as-0080510.jpg,6,1,1,1,9,6.25,train,,,,,,,,,,,,,,,,,,,,,,
0512866_sc-219100.jpg,1,1,1,0,3,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0474055_as-0037895.jpg,3,0,0,1,4,2.0,train,,,,,,,,,,,,,,,,,,,,,,
0450660_as-0079891.jpg,0,0,1,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0246263_as-0048183.jpg,5,0,0,1,6,5.666666666666667,train,,,,,,,,,,,,,,,,,,,,,,
0103104_as-0093054.jpg,7,2,1,0,10,9.666666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0056838_as-9056221.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0441907_sc-1037088.jpg,4,0,0,2,6,3.6666666666666665,train,,,,,,,,,,,,,,,,,,,,,,
0045530_sc-160453.jpg,1,0,1,1,3,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0354476_as-3293870.jpg,0,0,1,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0189497_as-0018976.jpg,2,0,1,1,4,0.6666666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0430166_as-0095855.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0462685_as-0017501.jpg,4,0,0,0,4,4.0,train,,,,,,,,,,,,,,,,,,,,,,
0259051_as-0066723.jpg,4,0,2,0,6,3.6666666666666665,train,,,,,,,,,,,,,,,,,,,,,,
0141058_as-0096128.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0162687_as-0069172.jpg,1,0,2,2,5,0.9166666666666666,train,,,,,,,,,,,,,,,,,,,,,,
0129139_sc-1013231.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0187054_sc-173590.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0097484_sc-1040995.jpg,4,0,2,0,6,3.6666666666666665,train,,,,,,,,,,,,,,,,,,,,,,
0328263_as-0061730.jpg,1,0,0,0,1,0.25,train,,,,,,,,,,,,,,,,,,,,,,
0301817_as-0007820.jpg,1,1,0,0,2,0.3333333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0390597_sc-202145.jpg,1,0,0,1,2,0.3333333333333333,train,,,,,,,,,,,,,,,,,,,,,,
0041944_sc-201064.jpg,4,1,0,0,5,3.583333333333333,train,,,,,,,,,,,,,,,,,,,,,,
